Datetime,开盘价,最高价,最低价,收盘价,成交量,Dividends,Stock Splits,5个5分钟均线,10个5分钟均线,20个5分钟均线,50个5分钟均线,RSI指标,MACD,MACD信号线,MACD柱状图,布林带上轨,布林带中轨,布林带下轨,成交量10个5分钟均线,成交量20个5分钟均线,随机指标K,随机指标D,平均真实波幅
2025-09-22 14:50:00-04:00,255.64999389648438,255.6999969482422,255.1999969482422,255.3800048828125,678175,0.0,0.0,255.3800018310547,255.0875015258789,254.73821029663085,254.53950441800632,60.46691768050437,0.3149348008563777,0.2167430371396974,0.09819176371668031,255.69002514091991,254.73821029663085,253.7863954523418,535231.8,512866.7,79.28880895937219,84.28867271587781,0.41817147391183035
2025-09-22 14:55:00-04:00,255.36000061035156,255.4600067138672,255.08999633789062,255.39999389648438,527422,0.0,0.0,255.47799987792968,255.1675003051758,254.79121017456055,254.61181171123798,69.3360084247222,0.31847656914973754,0.2370897517156829,0.08138681743405465,255.7673975001429,254.79121017456055,253.8150228489782,549980.5,511028.8,80.3596828251451,84.46715169350664,0.40174429757254465
2025-09-22 15:00:00-04:00,255.39999389648438,255.72999572753906,255.33999633789062,255.4499969482422,726276,0.0,0.0,255.45399780273436,255.23600006103516,254.84933013916014,254.67277292104868,68.56462135524761,0.3215862530109348,0.2539890574059607,0.06759719560497407,255.8376076293162,254.84933013916014,253.86105264900408,584780.9,524796.9,82.27898912774262,80.64249363741997,0.40397208077566965
2025-09-22 15:05:00-04:00,255.4499969482422,255.6699981689453,255.42010498046875,255.50999450683594,518705,0.0,0.0,255.47799682617188,255.31399993896486,254.89518508911132,254.72277245154748,71.83573456924961,0.3251171236873347,0.26821467431978513,0.05690244936754957,255.91787031065414,254.89518508911132,253.8724998675685,597906.4,515924.9,85.30817280391386,82.6489482522672,0.40378570556640625
2025-09-22 15:10:00-04:00,255.52000427246094,255.6199951171875,255.30999755859375,255.4499969482422,651838,0.0,0.0,255.43799743652343,255.3949996948242,254.94043502807617,254.79381091778095,67.78610322994717,0.31941137096296757,0.278454015754532,0.040957355208435575,255.9778597978707,254.94043502807617,253.90301025828163,634253.4,525326.55,78.26419442698513,81.95045211954721,0.3948571341378348
2025-09-22 15:15:00-04:00,255.4499969482422,255.8249969482422,255.39999389648438,255.77999877929688,648101,0.0,0.0,255.51799621582032,255.4489990234375,254.99343032836913,254.86015730637772,68.97103269615732,0.33751182320796147,0.29026557918881607,0.0472462440191454,256.0900600718432,254.99343032836913,253.89680058489506,637630.8,531158.85,96.65441426723845,86.74226049937914,0.40092904227120535
2025-09-22 15:20:00-04:00,255.77999877929688,256.05999755859375,255.6300048828125,255.84930419921875,903884,0.0,0.0,255.60785827636718,255.54292907714844,255.05689544677733,254.93090350811298,67.98602849983548,0.3533504862978134,0.3028825622715198,0.05046792402629363,256.19876605499803,255.05689544677733,253.91502483855663,677637.7,548725.6,85.46939290938364,86.79600053453574,0.40664236886160715
2025-09-22 15:25:00-04:00,255.8498992919922,255.92999267578125,255.63999938964844,255.7899932861328,934781,0.0,0.0,255.6758575439453,255.56492767333984,255.1413948059082,254.9866726215069,67.44217577760146,0.3570158256177365,0.3137092160809428,0.04330660953679366,256.2341814611651,255.1413948059082,254.0486081506513,696183.8,569064.05,81.3789765014154,87.83426122601252,0.4130772181919643
2025-09-22 15:30:00-04:00,255.80499267578125,256.0400085449219,255.77000427246094,255.84530639648438,871503,0.0,0.0,255.742919921875,255.61045837402344,255.22203521728517,255.04658449613132,70.06222538287659,0.36021418233639224,0.32301021011563985,0.03720397222075239,256.2695092328187,255.22203521728517,254.17456120175166,698986.0,595735.05,84.93398580132563,83.9274517373749,0.4195066179547991
2025-09-22 15:35:00-04:00,255.85499572753906,256.0400085449219,255.73500061035156,255.84500122070312,801688,0.0,0.0,255.8219207763672,255.6299591064453,255.3089500427246,255.09474240816556,62.58195134644555,0.3585885703045619,0.3301258826330196,0.02846268767154231,256.24980624633184,255.3089500427246,254.36809383911736,726237.3,621794.35,83.77756030165217,83.36350753479773,0.39665004185267855
2025-09-22 15:40:00-04:00,255.83999633789062,255.98500061035156,255.61500549316406,255.8300018310547,752277,0.0,0.0,255.83192138671876,255.67495880126953,255.38123016357423,255.144165625939,72.01776232663107,0.3520335330833291,0.3345074129593331,0.01752612012399596,256.241702758829,255.38123016357423,254.52075756831945,733647.5,634439.65,80.02279625187208,82.91144745161664,0.38662828717912945
2025-09-22 15:45:00-04:00,255.82000732421875,256.1099853515625,255.7718963623047,256.04998779296875,847740,0.0,0.0,255.87205810546874,255.73995819091797,255.45372924804687,255.1953154343825,64.55191428730038,0.36038622118343255,0.3396831748274143,0.020703046356018273,256.28074233315914,255.45372924804687,254.62671616293463,765679.3,657829.9,94.11782305597941,85.97272653650123,0.3596136910574777
2025-09-22 15:50:00-04:00,256.0400085449219,256.2298889160156,255.75,256.1600036621094,1886790,0.0,0.0,255.94606018066406,255.8109588623047,255.52347946166992,255.25608473557693,74.3794386202232,0.3715759525444753,0.34606173059094236,0.025514221953532923,256.3411704904497,255.52347946166992,254.70578843289013,881730.7,733255.8,93.86913686014135,89.33658538933095,0.36056300571986605
